日期,学生ID,消费类型,消费金额,支付方式
2026-04-08,S073,校园交通,1.69,银行卡
2026-04-09,S079,食堂,17.28,支付宝
2026-04-09,S105,体育健身,8.00,校园卡
2026-04-09,S080,打印复印,0.50,校园卡
2026-04-09,S102,饮料,5.83,微信
2026-04-09,S033,超市,35.19,支付宝
2026-04-09,S117,食堂,27.00,微信
2026-04-09,S101,食堂,19.06,微信
2026-04-09,S060,打印复印,2.74,微信
2026-04-09,S041,校园交通,1.00,校园卡
2026-04-09,S101,食堂,15.91,微信
2026-04-09,S065,食堂,19.12,校园卡
2026-04-09,S103,食堂,16.05,校园卡
2026-04-09,S058,打印复印,2.39,校园卡
2026-04-09,S038,饮料,9.86,校园卡
2026-04-09,S016,饮料,4.77,支付宝
2026-04-09,S034,打印复印,0.97,支付宝
2026-04-09,S117,食堂,17.21,校园卡
2026-04-09,S035,校园交通,2.30,校园卡
2026-04-10,S029,打印复印,0.85,校园卡
2026-04-10,S028,超市,29.27,校园卡
2026-04-10,S097,水果店,13.73,校园卡
2026-04-10,S050,食堂,21.92,银行卡
2026-04-10,S120,超市,56.84,微信
2026-04-10,S072,打印复印,0.50,校园卡
2026-04-10,S071,打印复印,4.83,校园卡
2026-04-10,S010,体育健身,9.43,微信
2026-04-10,S010,超市,19.59,微信
2026-04-10,S028,超市,26.18,微信
2026-04-10,S110,超市,33.33,支付宝
2026-04-10,S073,食堂,22.25,校园卡
2026-04-10,S117,食堂,23.39,校园卡
2026-04-10,S008,食堂,12.74,校园卡
2026-04-10,S085,食堂,5.00,微信
2026-04-10,S092,食堂,15.20,微信
2026-04-10,S084,食堂,14.34,校园卡
2026-04-10,S043,打印复印,7.48,支付宝
2026-04-10,S107,图书文具,16.46,校园卡
2026-04-11,S095,食堂,15.69,校园卡
2026-04-11,S009,打印复印,2.54,校园卡
2026-04-11,S060,校园交通,3.51,微信
2026-04-11,S093,超市,21.75,支付宝
2026-04-11,S011,饮料,9.62,校园卡
2026-04-11,S088,超市,17.11,校园卡
2026-04-11,S085,图书文具,32.70,微信
2026-04-11,S058,图书文具,55.81,校园卡
2026-04-11,S070,饮料,10.55,校园卡
2026-04-11,S107,食堂,9.34,微信
2026-04-11,S110,食堂,13.91,银行卡
2026-04-12,S085,校园交通,1.46,微信
2026-04-12,S043,超市,52.15,微信
2026-04-12,S086,超市,13.10,支付宝
2026-04-12,S041,超市,41.88,微信
2026-04-12,S043,超市,15.00,校园卡
2026-04-12,S062,超市,20.86,微信
2026-04-12,S054,饮料,5.81,校园卡
2026-04-12,S010,水果店,5.10,微信
2026-04-12,S031,超市,63.28,微信
2026-04-12,S048,超市,67.32,微信
2026-04-12,S010,超市,44.72,银行卡
2026-04-12,S035,校园交通,3.49,微信
2026-04-13,S007,超市,18.48,支付宝
2026-04-13,S033,食堂,9.70,银行卡
2026-04-13,S025,打印复印,12.76,支付宝
2026-04-13,S012,食堂,19.62,支付宝
2026-04-13,S039,食堂,12.20,微信
2026-04-13,S085,食堂,16.22,支付宝
2026-04-13,S090,食堂,21.91,微信
2026-04-13,S020,食堂,13.26,微信
2026-04-13,S092,食堂,23.27,微信
2026-04-13,S021,图书文具,16.71,银行卡
2026-04-13,S057,超市,21.93,微信
2026-04-13,S084,体育健身,8.33,校园卡
2026-04-13,S067,食堂,13.15,校园卡
2026-04-13,S064,水果店,19.92,银行卡
2026-04-13,S076,打印复印,4.24,微信
2026-04-13,S109,图书文具,23.08,支付宝
2026-04-13,S002,食堂,12.12,支付宝
2026-04-13,S029,食堂,5.00,校园卡
2026-04-13,S064,水果店,11.87,微信
2026-04-13,S060,食堂,12.00,微信
2026-04-14,S031,食堂,29.71,校园卡
2026-04-14,S010,饮料,6.91,支付宝
2026-04-14,S051,食堂,18.89,校园卡
2026-04-14,S110,校园交通,1.00,支付宝
2026-04-14,S026,图书文具,34.73,支付宝
2026-04-14,S022,饮料,7.50,微信
2026-04-14,S082,食堂,18.10,微信
2026-04-14,S036,食堂,19.13,微信
2026-04-14,S061,打印复印,2.01,支付宝
2026-04-14,S099,食堂,31.84,校园卡
2026-04-14,S068,超市,54.82,微信
2026-04-14,S105,食堂,7.04,校园卡
2026-04-14,S047,饮料,2.00,微信
2026-04-14,S025,食堂,21.21,校园卡
2026-04-14,S019,食堂,13.10,校园卡
2026-04-14,S016,食堂,11.52,银行卡
2026-04-14,S047,食堂,10.06,银行卡
2026-04-14,S058,食堂,23.13,校园卡
2026-04-14,S035,食堂,15.07,校园卡
2026-04-14,S119,食堂,12.99,校园卡
2026-04-15,S093,图书文具,22.31,校园卡
2026-04-15,S092,食堂,12.71,微信
2026-04-15,S051,超市,26.17,微信
2026-04-15,S101,食堂,26.14,校园卡
2026-04-15,S052,食堂,15.88,微信
2026-04-15,S082,水果店,16.35,微信
2026-04-15,S092,水果店,20.66,微信
2026-04-15,S055,校园交通,3.38,校园卡
2026-04-15,S054,食堂,20.18,微信
2026-04-15,S021,食堂,17.29,支付宝
2026-04-15,S028,食堂,20.26,校园卡
2026-04-15,S031,超市,65.51,校园卡
2026-04-15,S103,食堂,21.32,校园卡
2026-04-15,S013,食堂,12.23,校园卡
2026-04-15,S074,超市,36.15,支付宝
2026-04-15,S089,食堂,5.30,校园卡
2026-04-15,S051,超市,46.11,支付宝
2026-04-15,S003,超市,28.33,微信
2026-04-15,S018,打印复印,11.08,微信
2026-04-16,S007,饮料,7.39,校园卡
2026-04-16,S102,图书文具,43.92,微信
2026-04-16,S056,食堂,10.41,校园卡
2026-04-16,S117,食堂,6.24,微信
2026-04-16,S016,校园交通,3.39,支付宝
2026-04-16,S116,食堂,24.21,支付宝
2026-04-16,S014,超市,71.09,微信
2026-04-16,S016,食堂,17.76,校园卡
2026-04-16,S103,图书文具,9.77,支付宝
2026-04-16,S042,打印复印,6.50,微信
2026-04-16,S030,图书文具,40.13,支付宝
2026-04-16,S077,水果店,13.81,微信
2026-04-16,S092,食堂,23.04,微信
2026-04-16,S073,食堂,19.42,校园卡
2026-04-16,S070,水果店,28.60,支付宝
2026-04-16,S029,食堂,16.62,校园卡
2026-04-17,S022,食堂,17.63,校园卡
2026-04-17,S118,水果店,17.62,微信
2026-04-17,S094,食堂,9.59,校园卡
2026-04-17,S013,食堂,16.75,支付宝
2026-04-17,S069,超市,41.17,支付宝
2026-04-17,S047,图书文具,23.61,校园卡
2026-04-17,S033,水果店,13.54,校园卡
2026-04-17,S068,食堂,13.57,校园卡
2026-04-17,S118,食堂,16.05,微信
2026-04-17,S043,食堂,20.01,校园卡
2026-04-17,S070,超市,36.79,校园卡
2026-04-17,S106,食堂,7.70,校园卡
2026-04-17,S098,图书文具,38.39,支付宝
2026-04-17,S039,食堂,14.96,校园卡
2026-04-17,S025,校园交通,1.00,支付宝
2026-04-17,S007,食堂,14.67,微信
2026-04-17,S035,图书文具,58.41,微信
2026-04-17,S110,图书文具,26.42,支付宝
2026-04-17,S007,食堂,15.48,微信
2026-04-17,S045,食堂,12.54,银行卡
2026-04-18,S061,超市,21.67,支付宝
2026-04-18,S078,体育健身,73.54,支付宝
2026-04-18,S077,体育健身,68.14,支付宝
2026-04-18,S095,水果店,16.02,支付宝
2026-04-18,S036,食堂,21.76,微信
2026-04-18,S011,食堂,17.95,微信
2026-04-18,S003,超市,6.00,支付宝
2026-04-18,S039,超市,21.21,微信
2026-04-18,S026,食堂,9.71,校园卡
2026-04-18,S063,图书文具,28.04,支付宝
2026-04-18,S101,超市,37.87,支付宝
2026-04-19,S058,图书文具,21.27,支付宝
2026-04-19,S071,水果店,21.77,微信
2026-04-19,S054,饮料,4.39,支付宝
2026-04-19,S011,超市,42.70,校园卡
2026-04-19,S096,食堂,10.42,支付宝
2026-04-19,S037,食堂,13.12,微信
2026-04-19,S029,超市,29.45,校园卡
2026-04-19,S041,超市,18.76,支付宝
2026-04-19,S002,超市,43.92,支付宝
2026-04-19,S094,超市,8.17,微信
2026-04-19,S052,体育健身,26.82,校园卡
2026-04-20,S104,饮料,7.01,支付宝
2026-04-20,S054,打印复印,9.09,校园卡
2026-04-20,S089,食堂,13.85,微信
2026-04-20,S094,水果店,16.56,微信
2026-04-20,S061,食堂,13.80,支付宝
2026-04-20,S007,食堂,19.50,校园卡
2026-04-20,S111,水果店,32.30,支付宝
2026-04-20,S082,食堂,13.09,支付宝
2026-04-20,S098,食堂,9.10,微信
2026-04-20,S050,超市,50.88,银行卡
2026-04-20,S035,超市,6.00,支付宝
2026-04-20,S085,水果店,16.77,校园卡
2026-04-20,S095,食堂,5.23,校园卡
2026-04-20,S019,校园交通,3.23,支付宝
2026-04-20,S011,食堂,11.12,校园卡
2026-04-20,S074,图书文具,21.38,支付宝
2026-04-20,S024,水果店,13.17,校园卡
2026-04-20,S050,打印复印,8.74,微信
2026-04-21,S082,校园交通,3.44,支付宝
2026-04-21,S080,食堂,20.91,微信
2026-04-21,S071,打印复印,0.56,校园卡
2026-04-21,S047,超市,39.19,微信
2026-04-21,S047,打印复印,9.90,校园卡
2026-04-21,S066,超市,54.79,微信
2026-04-21,S020,水果店,19.69,支付宝
2026-04-21,S076,食堂,16.41,校园卡
2026-04-21,S010,校园交通,1.00,支付宝
2026-04-21,S107,食堂,11.81,微信
2026-04-21,S117,食堂,21.00,微信
2026-04-21,S024,食堂,15.28,校园卡
2026-04-21,S034,食堂,15.52,微信
2026-04-21,S001,食堂,20.83,校园卡
2026-04-21,S062,图书文具,24.44,校园卡
2026-04-21,S073,饮料,8.01,校园卡
2026-04-21,S054,超市,16.62,微信
2026-04-21,S120,图书文具,25.33,支付宝
2026-04-21,S006,食堂,17.81,校园卡
2026-04-22,S047,食堂,15.00,校园卡
2026-04-22,S104,食堂,12.60,微信
2026-04-22,S101,食堂,24.75,支付宝
2026-04-22,S012,食堂,11.53,校园卡
2026-04-22,S051,打印复印,0.50,校园卡
2026-04-22,S095,食堂,11.54,微信
2026-04-22,S107,校园交通,2.05,银行卡
2026-04-22,S099,饮料,7.36,校园卡
2026-04-22,S022,食堂,16.26,校园卡
2026-04-22,S026,饮料,5.80,支付宝
2026-04-22,S111,水果店,24.75,支付宝
2026-04-22,S051,超市,11.58,校园卡
2026-04-22,S096,食堂,7.86,微信
2026-04-22,S071,超市,16.74,微信
2026-04-22,S096,水果店,7.94,支付宝
2026-04-22,S042,食堂,22.44,微信
2026-04-22,S060,食堂,13.63,校园卡
2026-04-23,S095,食堂,20.85,校园卡
2026-04-23,S003,打印复印,8.47,微信
2026-04-23,S078,食堂,15.94,银行卡
2026-04-23,S007,食堂,10.46,校园卡
2026-04-23,S083,食堂,22.84,校园卡
2026-04-23,S086,超市,35.12,校园卡
2026-04-23,S047,图书文具,17.43,银行卡
2026-04-23,S093,食堂,22.97,微信
2026-04-23,S107,食堂,11.67,校园卡
2026-04-23,S080,食堂,12.47,微信
2026-04-23,S085,食堂,15.98,校园卡
2026-04-23,S029,食堂,7.25,支付宝
2026-04-23,S012,水果店,9.75,校园卡
2026-04-23,S016,食堂,12.22,支付宝
2026-04-23,S008,饮料,14.57,微信
2026-04-23,S044,食堂,7.66,校园卡
2026-04-23,S071,图书文具,39.12,微信
2026-04-23,S020,超市,30.43,校园卡
2026-04-23,S034,食堂,19.53,微信
2026-04-23,S107,食堂,15.88,支付宝
2026-04-24,S120,超市,16.60,校园卡
2026-04-24,S119,食堂,13.54,微信
2026-04-24,S025,食堂,5.00,微信
2026-04-24,S048,水果店,16.09,校园卡
2026-04-24,S030,水果店,16.80,支付宝
2026-04-24,S100,校园交通,2.67,支付宝
2026-04-24,S020,食堂,16.08,支付宝
2026-04-24,S119,图书文具,7.18,微信
2026-04-24,S119,水果店,19.26,微信
2026-04-24,S082,食堂,21.35,微信
2026-04-24,S041,超市,24.66,校园卡
2026-04-24,S120,食堂,19.43,微信
2026-04-24,S083,图书文具,71.25,支付宝
2026-04-24,S095,水果店,17.67,微信
2026-04-24,S027,校园交通,1.12,微信
2026-04-24,S027,超市,30.45,微信
2026-04-24,S066,超市,53.39,微信
2026-04-25,S010,图书文具,20.72,微信
2026-04-25,S074,食堂,20.06,支付宝
2026-04-25,S072,图书文具,20.44,微信
2026-04-25,S078,体育健身,124.06,微信
2026-04-25,S029,超市,44.81,微信
2026-04-25,S023,食堂,14.93,校园卡
2026-04-25,S069,超市,25.90,校园卡
2026-04-25,S010,图书文具,24.24,支付宝
2026-04-25,S100,体育健身,23.41,微信
2026-04-25,S076,体育健身,88.90,校园卡
2026-04-25,S017,超市,41.42,微信
2026-04-25,S013,食堂,20.55,校园卡
2026-04-26,S066,超市,25.97,微信
2026-04-26,S078,饮料,7.45,银行卡
2026-04-26,S084,打印复印,3.11,校园卡
2026-04-26,S052,食堂,10.60,微信
2026-04-26,S092,食堂,11.66,微信
2026-04-26,S118,打印复印,3.10,校园卡
2026-04-26,S003,校园交通,4.09,支付宝
2026-04-26,S003,体育健身,27.54,微信
2026-04-26,S038,校园交通,3.90,校园卡
2026-04-26,S003,水果店,9.01,微信
2026-04-26,S051,超市,6.00,校园卡
2026-04-27,S073,食堂,20.83,校园卡
2026-04-27,S109,超市,35.75,支付宝
2026-04-27,S050,食堂,15.03,支付宝
2026-04-27,S102,水果店,6.78,支付宝
2026-04-27,S111,水果店,22.02,支付宝
2026-04-27,S017,图书文具,71.53,微信
2026-04-27,S018,超市,29.51,校园卡
2026-04-27,S094,图书文具,10.56,校园卡
2026-04-27,S086,图书文具,3.00,微信
2026-04-27,S039,超市,40.99,微信
2026-04-27,S039,食堂,11.34,支付宝
2026-04-27,S062,图书文具,17.43,微信
2026-04-27,S022,饮料,12.32,校园卡
2026-04-27,S047,超市,46.70,校园卡
2026-04-27,S008,水果店,35.82,微信
2026-04-27,S043,超市,58.20,校园卡
2026-04-27,S094,食堂,11.18,支付宝
2026-04-27,S082,打印复印,11.37,微信
2026-04-28,S054,食堂,20.11,支付宝
2026-04-28,S077,食堂,18.50,支付宝
2026-04-28,S047,食堂,26.46,微信
2026-04-28,S083,校园交通,1.98,支付宝
2026-04-28,S093,饮料,4.90,校园卡
2026-04-28,S003,食堂,16.00,微信
2026-04-28,S050,食堂,15.77,校园卡
2026-04-28,S074,食堂,12.34,校园卡
2026-04-28,S057,水果店,22.08,支付宝
2026-04-28,S050,食堂,20.72,微信
2026-04-28,S015,超市,26.07,校园卡
2026-04-28,S023,食堂,21.14,校园卡
2026-04-28,S023,校园交通,1.98,校园卡
2026-04-28,S091,水果店,20.55,银行卡
2026-04-28,S022,食堂,17.66,校园卡
2026-04-28,S030,食堂,5.46,校园卡
2026-04-28,S024,校园交通,2.42,微信
2026-04-28,S026,食堂,18.10,校园卡
2026-04-28,S029,食堂,16.06,校园卡
2026-04-28,S041,食堂,9.83,微信
2026-04-29,S018,饮料,8.54,微信
2026-04-29,S119,食堂,14.22,微信
2026-04-29,S087,水果店,30.11,校园卡
2026-04-29,S117,超市,34.49,支付宝
2026-04-29,S110,食堂,16.12,支付宝
2026-04-29,S044,食堂,14.79,校园卡
2026-04-29,S040,水果店,11.72,支付宝
2026-04-29,S069,水果店,10.72,校园卡
2026-04-29,S028,食堂,11.51,微信
2026-04-29,S054,图书文具,32.05,校园卡
2026-04-29,S066,超市,15.94,支付宝
2026-04-29,S087,超市,46.72,微信
2026-04-29,S064,食堂,22.13,支付宝
2026-04-29,S085,食堂,16.16,支付宝
2026-04-29,S039,食堂,17.06,微信
2026-04-29,S082,打印复印,7.05,微信
2026-04-29,S067,打印复印,4.90,校园卡
2026-04-29,S073,食堂,13.56,支付宝
2026-04-29,S091,图书文具,49.50,校园卡
2026-04-29,S039,超市,49.98,微信
2026-04-30,S023,食堂,5.00,微信
2026-04-30,S052,食堂,20.84,校园卡
2026-04-30,S054,饮料,8.73,微信
2026-04-30,S017,食堂,13.78,微信
2026-04-30,S058,食堂,15.17,校园卡
2026-04-30,S078,水果店,15.63,校园卡
2026-04-30,S111,食堂,24.97,校园卡
2026-04-30,S009,打印复印,7.88,支付宝
2026-04-30,S061,食堂,17.44,微信
2026-04-30,S010,食堂,13.59,校园卡
2026-04-30,S069,食堂,13.81,校园卡
2026-04-30,S053,食堂,15.32,微信
2026-04-30,S027,打印复印,5.02,微信
2026-04-30,S018,食堂,20.93,微信
2026-04-30,S074,饮料,8.92,支付宝
2026-04-30,S030,饮料,4.34,支付宝
2026-04-30,S082,食堂,20.78,校园卡
2026-05-01,S085,食堂,18.48,校园卡
2026-05-01,S027,图书文具,23.81,微信
2026-05-01,S075,饮料,9.01,微信
2026-05-01,S110,图书文具,35.54,微信
2026-05-01,S078,超市,41.55,微信
2026-05-01,S023,食堂,15.06,校园卡
2026-05-01,S046,食堂,21.77,校园卡
2026-05-01,S063,食堂,16.25,校园卡
2026-05-01,S119,食堂,22.72,银行卡
2026-05-01,S008,超市,29.74,校园卡
2026-05-01,S058,食堂,12.50,校园卡
2026-05-01,S027,超市,10.15,微信
2026-05-01,S112,超市,22.21,校园卡
2026-05-01,S076,食堂,16.72,微信
2026-05-01,S072,食堂,15.94,微信
2026-05-01,S109,图书文具,21.99,校园卡
2026-05-01,S104,打印复印,0.50,微信
2026-05-02,S094,食堂,16.15,支付宝
2026-05-02,S083,超市,23.49,支付宝
2026-05-02,S031,体育健身,71.40,校园卡
2026-05-02,S119,水果店,18.66,校园卡
2026-05-02,S003,校园交通,5.69,银行卡
2026-05-02,S036,校园交通,3.29,校园卡
2026-05-02,S098,超市,53.21,微信
2026-05-02,S047,水果店,30.47,微信
2026-05-02,S009,超市,65.99,微信
2026-05-02,S101,水果店,12.97,微信
2026-05-03,S078,图书文具,69.05,银行卡
2026-05-03,S029,超市,31.55,微信
2026-05-03,S046,水果店,7.26,校园卡
2026-05-03,S076,饮料,6.93,微信
2026-05-03,S018,超市,34.64,微信
2026-05-03,S035,食堂,11.32,微信
2026-05-03,S021,超市,43.30,微信
2026-05-03,S057,水果店,17.95,支付宝
2026-05-03,S075,图书文具,37.27,支付宝
2026-05-03,S092,体育健身,51.44,校园卡
2026-05-03,S097,超市,38.50,校园卡
2026-05-04,S054,打印复印,4.99,校园卡
2026-05-04,S062,饮料,5.89,支付宝
2026-05-04,S080,饮料,4.50,支付宝
2026-05-04,S054,水果店,10.42,微信
2026-05-04,S084,食堂,19.58,校园卡
2026-05-04,S118,校园交通,1.31,校园卡
2026-05-04,S003,超市,6.00,微信
2026-05-04,S031,食堂,30.25,校园卡
2026-05-04,S109,食堂,11.67,微信
2026-05-04,S038,食堂,14.95,微信
2026-05-04,S090,水果店,15.47,校园卡
2026-05-04,S024,饮料,3.45,校园卡
2026-05-04,S069,食堂,10.41,校园卡
2026-05-04,S065,打印复印,0.92,校园卡
2026-05-04,S040,超市,56.12,支付宝
2026-05-04,S087,图书文具,21.96,银行卡
2026-05-04,S104,食堂,12.92,微信
2026-05-04,S106,食堂,21.76,校园卡
2026-05-04,S042,水果店,35.20,校园卡
2026-05-05,S005,食堂,15.94,支付宝
2026-05-05,S025,校园交通,2.48,校园卡
2026-05-05,S119,食堂,18.70,微信
2026-05-05,S017,图书文具,47.93,微信
2026-05-05,S017,食堂,20.36,校园卡
2026-05-05,S004,食堂,12.24,校园卡
2026-05-05,S078,食堂,16.13,校园卡
2026-05-05,S101,水果店,20.72,支付宝
2026-05-05,S006,校园交通,1.00,支付宝
2026-05-05,S111,食堂,8.91,支付宝
2026-05-05,S077,超市,43.90,支付宝
2026-05-05,S038,食堂,18.09,微信
2026-05-05,S092,水果店,23.73,微信
2026-05-05,S005,食堂,10.25,支付宝
2026-05-05,S057,校园交通,3.04,校园卡
2026-05-05,S083,食堂,21.70,支付宝
2026-05-05,S064,食堂,13.97,支付宝
2026-05-06,S064,打印复印,6.80,微信
2026-05-06,S073,食堂,13.51,支付宝
2026-05-06,S003,食堂,22.82,校园卡
2026-05-06,S078,超市,24.42,校园卡
2026-05-06,S111,食堂,15.66,校园卡
2026-05-06,S035,图书文具,43.64,银行卡
2026-05-06,S102,食堂,8.73,校园卡
2026-05-06,S030,图书文具,3.00,校园卡
2026-05-06,S077,图书文具,12.05,校园卡
2026-05-06,S058,食堂,14.63,微信
2026-05-06,S071,水果店,4.00,微信
2026-05-06,S085,打印复印,3.64,银行卡
2026-05-06,S036,打印复印,2.44,校园卡
2026-05-06,S117,水果店,19.71,银行卡
2026-05-06,S075,图书文具,19.76,微信
2026-05-06,S033,超市,20.22,银行卡
2026-05-07,S003,超市,27.19,支付宝
2026-05-07,S009,打印复印,0.50,支付宝
2026-05-07,S010,校园交通,2.02,银行卡
2026-05-07,S094,饮料,2.15,支付宝
2026-05-07,S104,超市,50.45,校园卡
2026-05-07,S008,超市,21.75,支付宝
2026-05-07,S096,食堂,11.45,支付宝
2026-05-07,S077,食堂,22.26,支付宝
2026-05-07,S003,食堂,11.73,支付宝
2026-05-07,S091,超市,43.10,微信
2026-05-07,S101,图书文具,6.61,微信
2026-05-07,S038,食堂,15.14,校园卡
2026-05-07,S099,体育健身,108.16,校园卡
2026-05-07,S091,食堂,11.11,微信
2026-05-07,S016,食堂,27.20,校园卡
2026-05-07,S001,超市,38.06,校园卡
2026-05-07,S003,饮料,7.53,微信
2026-05-08,S008,食堂,15.74,校园卡
2026-05-08,S120,打印复印,3.52,微信
2026-05-08,S011,打印复印,2.22,微信
2026-05-08,S033,饮料,3.90,支付宝
2026-05-08,S029,食堂,9.10,校园卡
2026-05-08,S075,食堂,17.41,校园卡
2026-05-08,S045,图书文具,16.65,银行卡
2026-05-08,S011,超市,56.94,校园卡
2026-05-08,S097,体育健身,42.97,支付宝
2026-05-08,S064,食堂,26.76,校园卡
2026-05-08,S062,超市,48.94,校园卡
2026-05-08,S009,水果店,26.19,微信
2026-05-08,S078,食堂,12.72,银行卡
2026-05-08,S103,食堂,12.19,微信
2026-05-08,S062,食堂,13.14,支付宝
2026-05-08,S064,食堂,22.17,微信
2026-05-08,S085,食堂,18.60,微信
2026-05-09,S066,食堂,13.84,微信
2026-05-09,S088,食堂,11.15,支付宝
2026-05-09,S035,超市,53.31,微信
2026-05-09,S025,超市,34.80,支付宝
2026-05-09,S012,水果店,23.30,校园卡
2026-05-09,S007,体育健身,52.24,支付宝
2026-05-09,S002,体育健身,82.19,支付宝
2026-05-09,S028,饮料,6.39,微信
2026-05-09,S028,食堂,17.46,校园卡
2026-05-09,S104,超市,45.81,微信
2026-05-09,S007,食堂,16.88,支付宝
2026-05-10,S067,饮料,5.45,微信
2026-05-10,S040,超市,37.07,支付宝
2026-05-10,S025,超市,6.00,微信
2026-05-10,S037,图书文具,15.98,支付宝
2026-05-10,S060,食堂,20.57,微信
2026-05-10,S067,食堂,10.70,微信
2026-05-10,S028,超市,20.88,微信
2026-05-10,S041,超市,30.99,支付宝
2026-05-10,S011,超市,64.58,校园卡
2026-05-10,S038,食堂,5.00,支付宝
2026-05-10,S069,食堂,13.76,支付宝
2026-05-11,S040,食堂,21.87,银行卡
2026-05-11,S064,超市,7.24,支付宝
2026-05-11,S088,超市,36.79,支付宝
2026-05-11,S114,图书文具,38.38,微信
2026-05-11,S104,食堂,21.65,银行卡
2026-05-11,S033,食堂,18.06,微信
2026-05-11,S036,饮料,12.22,微信
2026-05-11,S118,食堂,13.04,微信
2026-05-11,S112,食堂,21.04,微信
2026-05-11,S047,打印复印,3.41,微信
2026-05-11,S053,食堂,14.63,校园卡
2026-05-11,S106,食堂,19.41,校园卡
2026-05-11,S003,水果店,26.41,支付宝
2026-05-11,S090,图书文具,35.56,校园卡
2026-05-11,S049,食堂,6.73,校园卡
2026-05-11,S059,饮料,11.89,微信
2026-05-11,S102,食堂,9.05,微信
2026-05-11,S060,饮料,12.94,微信
2026-05-11,S019,食堂,22.74,支付宝
2026-05-11,S057,水果店,7.87,校园卡
2026-05-12,S020,食堂,20.77,银行卡
2026-05-12,S060,食堂,9.93,微信
2026-05-12,S008,饮料,4.88,支付宝
2026-05-12,S081,水果店,18.51,银行卡
2026-05-12,S118,超市,43.25,微信
2026-05-12,S088,食堂,10.71,微信
2026-05-12,S008,食堂,20.62,微信
2026-05-12,S010,打印复印,0.50,支付宝
2026-05-12,S003,水果店,18.54,校园卡
2026-05-12,S110,体育健身,50.12,支付宝
2026-05-12,S096,水果店,14.95,微信
2026-05-12,S065,水果店,17.42,微信
2026-05-12,S020,食堂,8.41,微信
2026-05-12,S078,食堂,14.87,微信
2026-05-12,S097,食堂,18.10,校园卡
2026-05-12,S057,超市,38.30,微信
2026-05-12,S069,打印复印,4.79,校园卡
2026-05-12,S097,食堂,24.06,校园卡
2026-05-13,S040,体育健身,89.62,银行卡
2026-05-13,S019,食堂,20.20,微信
2026-05-13,S088,饮料,3.35,支付宝
2026-05-13,S025,食堂,12.26,支付宝
2026-05-13,S018,食堂,23.65,微信
2026-05-13,S031,食堂,15.06,校园卡
2026-05-13,S060,超市,45.99,校园卡
2026-05-13,S032,水果店,6.90,支付宝
2026-05-13,S050,打印复印,6.45,校园卡
2026-05-13,S086,食堂,7.01,微信
2026-05-13,S103,图书文具,18.52,校园卡
2026-05-13,S101,食堂,18.17,微信
2026-05-13,S010,水果店,6.24,校园卡
2026-05-13,S027,饮料,3.15,校园卡
2026-05-13,S109,食堂,12.57,校园卡
2026-05-13,S017,超市,33.16,微信
2026-05-13,S112,食堂,12.51,支付宝
2026-05-13,S101,校园交通,2.38,微信
2026-05-13,S062,水果店,13.43,支付宝
2026-05-13,S053,食堂,14.59,微信
2026-05-14,S115,图书文具,25.74,微信
2026-05-14,S075,食堂,15.78,微信
2026-05-14,S070,食堂,19.64,微信
2026-05-14,S029,食堂,12.42,微信
2026-05-14,S104,超市,32.48,微信
2026-05-14,S090,超市,16.64,校园卡
2026-05-14,S021,校园交通,2.05,支付宝
2026-05-14,S100,水果店,16.47,校园卡
2026-05-14,S047,食堂,21.56,微信
2026-05-14,S025,食堂,15.04,校园卡
2026-05-14,S113,食堂,14.76,微信
2026-05-14,S120,水果店,13.65,微信
2026-05-14,S003,食堂,28.96,微信
2026-05-14,S042,食堂,26.68,支付宝
2026-05-14,S049,食堂,8.45,微信
2026-05-14,S053,食堂,10.70,校园卡
2026-05-14,S113,饮料,9.48,支付宝
2026-05-14,S007,食堂,7.84,校园卡
2026-05-14,S023,图书文具,13.71,校园卡
2026-05-14,S104,食堂,24.82,微信
2026-05-15,S019,食堂,9.75,微信
2026-05-15,S026,食堂,17.64,校园卡
2026-05-15,S079,图书文具,33.12,支付宝
2026-05-15,S095,食堂,15.37,校园卡
2026-05-15,S029,超市,28.24,银行卡
2026-05-15,S054,食堂,8.35,微信
2026-05-15,S033,食堂,11.84,微信
2026-05-15,S030,食堂,20.51,校园卡
2026-05-15,S101,食堂,17.69,微信
2026-05-15,S115,水果店,12.44,校园卡
2026-05-15,S101,水果店,12.76,支付宝
2026-05-15,S043,食堂,25.39,校园卡
2026-05-15,S039,食堂,10.82,微信
2026-05-15,S036,食堂,24.11,支付宝
2026-05-15,S110,食堂,18.91,校园卡
2026-05-15,S109,食堂,11.65,微信
2026-05-15,S039,水果店,26.23,支付宝
2026-05-16,S111,校园交通,2.25,微信
2026-05-16,S056,体育健身,27.97,微信
2026-05-16,S075,超市,41.01,微信
2026-05-16,S077,超市,44.02,校园卡
2026-05-16,S045,校园交通,2.09,银行卡
2026-05-16,S118,食堂,21.38,校园卡
2026-05-16,S092,食堂,14.08,微信
2026-05-16,S058,超市,37.43,校园卡
2026-05-16,S088,食堂,9.88,微信
2026-05-17,S020,超市,15.02,微信
2026-05-17,S078,图书文具,60.98,微信
2026-05-17,S116,图书文具,6.77,微信
2026-05-17,S073,超市,67.63,微信
2026-05-17,S078,图书文具,6.86,微信
2026-05-17,S082,饮料,8.00,微信
2026-05-17,S070,水果店,26.90,支付宝
2026-05-17,S110,食堂,12.31,校园卡
2026-05-17,S026,超市,38.39,微信
